pk_curve_id,Time_hr,compound_id,compound_name,Dose_mg_kg,Conc_ng_ml,pka acidic,pka basic,vd(l/kg),cl(l/hour/kg),fu,Trend_ID,PUBCHEM_CID,CAS #,CT_train_test,dataset,Conc_ng_ml_1mgkg,Conc_mgl
etoricoxib 25mg (intravenous etoricoxib),0.8109904,488,etoricoxib,0.357142857,452.8159333,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.452815933
etoricoxib 25mg (intravenous etoricoxib),2.0667146,488,etoricoxib,0.357142857,375.1756123,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.375175612
etoricoxib 25mg (intravenous etoricoxib),4.0723813,488,etoricoxib,0.357142857,261.142706,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.261142706
etoricoxib 25mg (intravenous etoricoxib),5.9908465,488,etoricoxib,0.357142857,171.2422794,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.171242279
etoricoxib 25mg (intravenous etoricoxib),8.1011582,488,etoricoxib,0.357142857,162.0714807,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.162071481
etoricoxib 25mg (intravenous etoricoxib),9.8277769,488,etoricoxib,0.357142857,153.3918199,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.15339182
etoricoxib 25mg (intravenous etoricoxib),12.1299352,488,etoricoxib,0.357142857,130.0436349,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.130043635
etoricoxib 25mg (intravenous etoricoxib),15.1994796,488,etoricoxib,0.357142857,108.2449888,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.108244989
etoricoxib 25mg (intravenous etoricoxib),18.0771774,488,etoricoxib,0.357142857,104.3449655,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.104344966
etoricoxib 25mg (intravenous etoricoxib),20.9548753,488,etoricoxib,0.357142857,104.3449655,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.104344966
etoricoxib 25mg (intravenous etoricoxib),24.0244196,488,etoricoxib,0.357142857,106.2771012,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.106277101
etoricoxib 25mg (intravenous etoricoxib),30.1635084,488,etoricoxib,0.357142857,72.2951228,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.072295123
etoricoxib 25mg (intravenous etoricoxib),36.1107506,488,etoricoxib,0.357142857,53.9037401,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.05390374
etoricoxib 25mg (intravenous etoricoxib),48.005235,488,etoricoxib,0.357142857,49.1788422,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.049178842
etoricoxib 25mg (intravenous etoricoxib),60.0915659,488,etoricoxib,0.357142857,29.421899,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.029421899
etoricoxib 25mg (intravenous etoricoxib),71.7942038,488,etoricoxib,0.357142857,25.4053803,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.02540538
etoricoxib 25mg (intravenous etoricoxib),96.1587122,488,etoricoxib,0.357142857,12.8856105,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.012885611
etoricoxib 25mg (intravenous etoricoxib),120.1395275,488,etoricoxib,0.357142857,5.6433801,,4.96,1.5,0.0474,0.081,488,123619,202409-33-4,test,Simcyp+Trend,1,0.00564338
felodipine 2.5mg (iv i.v.),0.0934082,497,felodipine,0.035714286,14.98856736,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.014988567
felodipine 2.5mg (iv i.v.),0.1245443,497,felodipine,0.035714286,16.6726727,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.016672673
felodipine 2.5mg (iv i.v.),0.3113607,497,felodipine,0.035714286,19.21610327,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.019216103
felodipine 2.5mg (iv i.v.),0.467041,497,felodipine,0.035714286,22.94776662,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.022947767
felodipine 2.5mg (iv i.v.),0.5604492,497,felodipine,0.035714286,25.22592641,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.025225926
felodipine 2.5mg (iv i.v.),0.6849935,497,felodipine,0.035714286,16.87110486,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.016871105
felodipine 2.5mg (iv i.v.),0.6965253,497,felodipine,0.035714286,19.95084177,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.019950842
felodipine 2.5mg (iv i.v.),0.8095378,497,felodipine,0.035714286,12.85173389,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.012851734
felodipine 2.5mg (iv i.v.),1.1767457,497,felodipine,0.035714286,9.889315315,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.009889315
felodipine 2.5mg (iv i.v.),1.3398394,497,felodipine,0.035714286,8.110318771,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.008110319
felodipine 2.5mg (iv i.v.),1.5029331,497,felodipine,0.035714286,7.076599603,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.0070766
felodipine 2.5mg (iv i.v.),1.8577855,497,felodipine,0.035714286,6.395105664,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.006395106
felodipine 2.5mg (iv i.v.),2.0134659,497,felodipine,0.035714286,5.681517197,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.005681517
felodipine 2.5mg (iv i.v.),2.4787771,497,felodipine,0.035714286,4.652181235,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.004652181
felodipine 2.5mg (iv i.v.),2.9639808,497,felodipine,0.035714286,4.503251712,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.004503252
felodipine 2.5mg (iv i.v.),4.4481334,497,felodipine,0.035714286,2.982227174,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.002982227
felodipine 2.5mg (iv i.v.),6.4174897,497,felodipine,0.035714286,1.891100582,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.001891101
felodipine 2.5mg (iv i.v.),8.3583046,497,felodipine,0.035714286,1.426431168,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.001426431
felodipine 2.5mg (iv i.v.),10.4132851,497,felodipine,0.035714286,0.856789286,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.000856789
felodipine 2.5mg (iv i.v.),12.2970172,497,felodipine,0.035714286,0.712527322,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.000712527
felodipine 2.5mg (iv i.v.),23.9704479,497,felodipine,0.035714286,0.2928,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.0002928
felodipine 2.5mg (iv i.v.),29.9464724,497,felodipine,0.035714286,0.18501888,,,4.4,0.66,0.0036,497,3333,72509-76-3,test,Geci+Trend,1,0.000185019
fleroxacin 100mg (intravenous single intravenous),0.2684537,509,fleroxacin,1.428571429,1641.1894,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,1.6411894
fleroxacin 100mg (intravenous single intravenous),0.3921396,509,fleroxacin,1.428571429,2550.6666,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,2.5506666
fleroxacin 100mg (intravenous single intravenous),0.7631971,509,fleroxacin,1.428571429,853.35,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.85335
fleroxacin 100mg (intravenous single intravenous),0.8868829,509,fleroxacin,1.428571429,734.28,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.73428
fleroxacin 100mg (intravenous single intravenous),1.8763696,509,fleroxacin,1.428571429,688.48,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.68848
fleroxacin 100mg (intravenous single intravenous),2.8658563,509,fleroxacin,1.428571429,592.41,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.59241
fleroxacin 100mg (intravenous single intravenous),3.855343,509,fleroxacin,1.428571429,543.66,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.54366
fleroxacin 100mg (intravenous single intravenous),6.113174,509,fleroxacin,1.428571429,416.91,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.41691
fleroxacin 100mg (intravenous single intravenous),8.0179359,509,fleroxacin,1.428571429,356.18,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.35618
fleroxacin 100mg (intravenous single intravenous),11.9181627,509,fleroxacin,1.428571429,240.29,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.24029
fleroxacin 100mg (intravenous single intravenous),23.8002488,509,fleroxacin,1.428571429,94.91,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.09491
fleroxacin 100mg (intravenous single intravenous),30.0587522,509,fleroxacin,1.428571429,57.347,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.057347
fleroxacin 100mg (intravenous single intravenous),35.9544438,509,fleroxacin,1.428571429,36.326,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.036326
fleroxacin 100mg (intravenous single intravenous),48.1086388,509,fleroxacin,1.428571429,21.949,5.32,5.99,1.6,0.144,0.73,509,3357,79660-72-3,test,Geci+Trend,1,0.021949
flucloxacillin 1g (iv line-1),0.022201008,511,flucloxacillin,14.28571429,304389.8734,,,0.19,0.144,0.043,511,21319,5250-39-5,test,Geci+Trend,1,304.3898734
flucloxacillin 1g (iv line-1),0.118726105,511,flucloxacillin,14.28571429,202674.8219,,,0.19,0.144,0.043,511,21319,5250-39-5,test,Geci+Trend,1,202.6748219
flucloxacillin 1g (iv line-1),0.340733827,511,flucloxacillin,14.28571429,88459.6873,,,0.19,0.144,0.043,511,21319,5250-39-5,test,Geci+Trend,1,88.4596873
flucloxacillin 1g (iv line-1),0.659266645,511,flucloxacillin,14.28571429,56199.778,,,0.19,0.144,0.043,511,21319,5250-39-5,test,Geci+Trend,1,56.199778
flucloxacillin 1g (iv line-1),1.479729965,511,flucloxacillin,14.28571429,23773.5096,,,0.19,0.144,0.043,511,21319,5250-39-5,test,Geci+Trend,1,23.7735096
flucloxacillin 1g (iv line-1),1.972007958,511,flucloxacillin,14.28571429,13750.5953,,,0.19,0.144,0.043,511,21319,5250-39-5,test,Geci+Trend,1,13.7505953
flucloxacillin 1g (iv line-1),3.999034985,511,flucloxacillin,14.28571429,1468.4329,,,0.19,0.144,0.043,511,21319,5250-39-5,test,Geci+Trend,1,1.4684329
flumazenil 2mg (iv healthy controls),0.1845365,515,flumazenil,0.028571429,30.8072406,,2.87,0.8,0.96,0.58,515,3373,78755-81-4,test,Geci+Trend,1,0.030807241
flumazenil 2mg (iv healthy controls),0.3321659,515,flumazenil,0.028571429,17.7624595,,2.87,0.8,0.96,0.58,515,3373,78755-81-4,test,Geci+Trend,1,0.017762459
flumazenil 2mg (iv healthy controls),0.4948594,515,flumazenil,0.028571429,13.3374038,,2.87,0.8,0.96,0.58,515,3373,78755-81-4,test,Geci+Trend,1,0.013337404
flumazenil 2mg (iv healthy controls),0.7524574,515,flumazenil,0.028571429,10.2567271,,2.87,0.8,0.96,0.58,515,3373,78755-81-4,test,Geci+Trend,1,0.010256727
flumazenil 2mg (iv healthy controls),1.0032765,515,flumazenil,0.028571429,8.0782186,,2.87,0.8,0.96,0.58,515,3373,78755-81-4,test,Geci+Trend,1,0.008078219
flumazenil 2mg (iv healthy controls),1.5116937,515,flumazenil,0.028571429,6.1385868,,2.87,0.8,0.96,0.58,515,3373,78755-81-4,test,Geci+Trend,1,0.006138587
flumazenil 2mg (iv healthy controls),2.0133319,515,flumazenil,0.028571429,3.8535997,,2.87,0.8,0.96,0.58,515,3373,78755-81-4,test,Geci+Trend,1,0.0038536
flumazenil 2mg (iv healthy controls),2.5014124,515,flumazenil,0.028571429,2.334054,,2.87,0.8,0.96,0.58,515,3373,78755-81-4,test,Geci+Trend,1,0.002334054
foscarnet 120mg/kg (iv line-2),1.0114416,535,foscarnet,120,66719.24837,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,66.71924837
foscarnet 120mg/kg (iv line-2),2.0366133,535,foscarnet,120,72705.04459,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,72.70504459
foscarnet 120mg/kg (iv line-2),2.5125858,535,foscarnet,120,53362.50949,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,53.36250949
foscarnet 120mg/kg (iv line-2),3.0434783,535,foscarnet,120,37842.72878,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,37.84272878
foscarnet 120mg/kg (iv line-2),4.01373,535,foscarnet,120,25054.05608,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,25.05405608
foscarnet 120mg/kg (iv line-2),5.9908467,535,foscarnet,120,10981.68659,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,10.98168659
foscarnet 120mg/kg (iv line-2),8.0228833,535,foscarnet,120,4417.195747,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,4.417195747
foscarnet 60mg/kg (iv line-1),0.5034642,535,foscarnet,60,50632.74177,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,50.63274177
foscarnet 60mg/kg (iv line-1),1.039261,535,foscarnet,60,74463.61996,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,74.46361996
foscarnet 60mg/kg (iv line-1),1.2979215,535,foscarnet,60,63594.01502,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,63.59401502
foscarnet 60mg/kg (iv line-1),1.5011547,535,foscarnet,60,50632.74177,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,50.63274177
foscarnet 60mg/kg (iv line-1),2.0369515,535,foscarnet,60,41751.79439,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,41.75179439
foscarnet 60mg/kg (iv line-1),2.9976905,535,foscarnet,60,24245.68983,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,24.24568983
foscarnet 60mg/kg (iv line-1),3.9953811,535,foscarnet,60,16777.83987,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,16.77783987
foscarnet 60mg/kg (iv line-1),4.9930716,535,foscarnet,60,10635.70898,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,10.63570898
foscarnet 60mg/kg (iv line-1),6.0277136,535,foscarnet,60,7231.922195,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,7.231922195
foscarnet 60mg/kg (iv line-1),6.9699769,535,foscarnet,60,5963.448116,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,5.963448116
foscarnet 60mg/kg (iv line-1),8.0230947,535,foscarnet,60,4273.930395,-0.1,,0.5,0.126,0.85,535,3415,4428-95-9,test,Geci+Trend,1,4.273930395
glycyrrhizin 200mg (iv day 1),0.3264117,587,glycyrrhizin,2.857142857,78916.594,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,78.916594
glycyrrhizin 200mg (iv day 1),0.5869723,587,glycyrrhizin,2.857142857,74765.7401,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,74.7657401
glycyrrhizin 200mg (iv day 1),0.705409,587,glycyrrhizin,2.857142857,69824.2474,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,69.8242474
glycyrrhizin 200mg (iv day 1),0.9659696,587,glycyrrhizin,2.857142857,60534.2411,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,60.5342411
glycyrrhizin 200mg (iv day 1),1.2975922,587,glycyrrhizin,2.857142857,52430.193,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,52.430193
glycyrrhizin 200mg (iv day 1),1.795026,587,glycyrrhizin,2.857142857,44128.4852,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,44.1284852
glycyrrhizin 200mg (iv day 1),2.2450852,587,glycyrrhizin,2.857142857,38989.3328,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,38.9893328
glycyrrhizin 200mg (iv day 1),4.1874461,587,glycyrrhizin,2.857142857,25943.792,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,25.943792
glycyrrhizin 200mg (iv day 1),6.2008689,587,glycyrrhizin,2.857142857,19421.0216,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,19.4210216
glycyrrhizin 200mg (iv day 1),8.1432297,587,glycyrrhizin,2.857142857,15467.8274,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,15.4678274
glycyrrhizin 200mg (iv day 1),10.1566526,587,glycyrrhizin,2.857142857,13293.5706,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,13.2935706
glycyrrhizin 200mg (iv day 1),12.1227007,587,glycyrrhizin,2.857142857,10921.6541,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,10.9216541
glycyrrhizin 200mg (iv day 1),18.1155945,587,glycyrrhizin,2.857142857,7363.7793,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,7.3637793
glycyrrhizin 200mg (iv day 1),23.9900517,587,glycyrrhizin,2.857142857,5387.1823,2.96,,0.06,0.0078,,587,132451832,1405-86-3,test,Geci+Trend,1,5.3871823
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),0.05573481,613,hydroxymidazolam,0.15,1.2740662,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.001274066
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),0.060334893,613,hydroxymidazolam,0.15,42.5988819,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.042598882
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),0.158901202,613,hydroxymidazolam,0.15,190.1541465,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.190154147
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),0.25746751,613,hydroxymidazolam,0.15,179.215183,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.179215183
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),0.336320555,613,hydroxymidazolam,0.15,131.3067645,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.131306765
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),0.434886863,613,hydroxymidazolam,0.15,94.7908898,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.09479089
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),0.582736327,613,hydroxymidazolam,0.15,72.6067839,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.072606784
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),0.75029905,613,hydroxymidazolam,0.15,70.4874338,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.070487434
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),0.98685819,613,hydroxymidazolam,0.15,58.1414556,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.058141456
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),1.489546362,613,hydroxymidazolam,0.15,41.3554452,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.041355445
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),2.002091165,613,hydroxymidazolam,0.15,30.7523069,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.030752307
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),2.485066075,613,hydroxymidazolam,0.15,17.515934,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.017515934
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),2.997610878,613,hydroxymidazolam,0.15,13.025017,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.013025017
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),4.002987222,613,hydroxymidazolam,0.15,7.6418657,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.007641866
hydroxymidazolam 0.15mg/kg (iv a-hydroxymidazolam),4.999820832,613,hydroxymidazolam,0.15,4.1916499,,,0.77,0.5826,0.1,613,107917,59468-90-5,test,Geci+Trend,1,0.00419165
hydroxyurea 2g (iv 2gms iv),0.2488571,617,hydroxyurea,28.57142857,41773.2405,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,41.7732405
hydroxyurea 2g (iv 2gms iv),0.5435556,617,hydroxyurea,28.57142857,75571.36461,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,75.57136461
hydroxyurea 2g (iv 2gms iv),0.6417885,617,hydroxyurea,28.57142857,64545.02625,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,64.54502625
hydroxyurea 2g (iv 2gms iv),0.9037427,617,hydroxyurea,28.57142857,54237.79691,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,54.23779691
hydroxyurea 2g (iv 2gms iv),1.6568612,617,hydroxyurea,28.57142857,41293.83448,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,41.29383448
hydroxyurea 2g (iv 2gms iv),2.213514,617,hydroxyurea,28.57142857,34821.85327,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,34.82185327
hydroxyurea 2g (iv 2gms iv),2.6391897,617,hydroxyurea,28.57142857,32904.22921,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,32.90422921
hydroxyurea 2g (iv 2gms iv),3.0976097,617,hydroxyurea,28.57142857,29308.68409,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,29.30868409
hydroxyurea 2g (iv 2gms iv),4.1126824,617,hydroxyurea,28.57142857,24274.92093,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,24.27492093
hydroxyurea 2g (iv 2gms iv),6.0773394,617,hydroxyurea,28.57142857,16844.12768,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,16.84412768
hydroxyurea 2g (iv 2gms iv),8.1729735,617,hydroxyurea,28.57142857,10132.44346,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,10.13244346
hydroxyurea 2g (iv 2gms iv),10.1048862,617,hydroxyurea,28.57142857,6536.898343,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,6.536898343
hydroxyurea 2g (iv 2gms iv),12.0367989,617,hydroxyurea,28.57142857,3900.165256,,,0.52,0.09,1,617,3657,127-07-1,test,Geci+Trend,1,3.900165256
imatinib 100mg (iv i.v. infusion),0.1085973,634,imatinib,1.428571429,13.8776195,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.01387762
imatinib 100mg (iv i.v. infusion),0.2533937,634,imatinib,1.428571429,693.4694563,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.693469456
imatinib 100mg (iv i.v. infusion),0.4343891,634,imatinib,1.428571429,950.6123134,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.950612313
imatinib 100mg (iv i.v. infusion),0.7239819,634,imatinib,1.428571429,1060.816395,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,1.060816395
imatinib 100mg (iv i.v. infusion),0.9049774,634,imatinib,1.428571429,1171.020477,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,1.171020477
imatinib 100mg (iv i.v. infusion),1.2163807,634,imatinib,1.428571429,629.1381196,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.62913812
imatinib 100mg (iv i.v. infusion),1.2307692,634,imatinib,1.428571429,613.8776195,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.61387762
imatinib 100mg (iv i.v. infusion),1.4841629,634,imatinib,1.428571429,534.2857828,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.534285783
imatinib 100mg (iv i.v. infusion),1.9909502,634,imatinib,1.428571429,436.3265991,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.436326599
imatinib 100mg (iv i.v. infusion),2.1520532,634,imatinib,1.428571429,480.8554027,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.480855403
imatinib 100mg (iv i.v. infusion),2.4615385,634,imatinib,1.428571429,399.5919052,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.399591905
imatinib 100mg (iv i.v. infusion),2.8538076,634,imatinib,1.428571429,426.7109622,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.426710962
imatinib 100mg (iv i.v. infusion),3.9819005,634,imatinib,1.428571429,313.8776195,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.31387762
imatinib 100mg (iv i.v. infusion),4.3742754,634,imatinib,1.428571429,346.2123852,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.346212385
imatinib 100mg (iv i.v. infusion),6.0090498,634,imatinib,1.428571429,271.0204767,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.271020477
imatinib 100mg (iv i.v. infusion),6.0117023,634,imatinib,1.428571429,280.8997806,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.280899781
imatinib 100mg (iv i.v. infusion),7.9638009,634,imatinib,1.428571429,228.1633338,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.228163334
imatinib 100mg (iv i.v. infusion),8.1169655,634,imatinib,1.428571429,214.6939963,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.214693996
imatinib 100mg (iv i.v. infusion),12.0180995,634,imatinib,1.428571429,160.816395,12.69,7.84,3.9,0.198,0.05,634,5291,152459-95-5,test,Geci+Trend,1,0.160816395
