compound_id,scenario,metric,value
295,v2_CLint,fe_auc_abs,0.5343
308,v2_CLint,fe_auc_abs,0.8477
323,v2_CLint,fe_auc_abs,1.7927
332,v2_CLint,fe_auc_abs,0.3327
366,v2_CLint,fe_auc_abs,0.8350
394,v2_CLint,fe_auc_abs,0.7795
413,v2_CLint,fe_auc_abs,0.0949
471,v2_CLint,fe_auc_abs,1.2284
488,v2_CLint,fe_auc_abs,1.0373
637,v2_CLint,fe_auc_abs,0.2050
674,v2_CLint,fe_auc_abs,0.0391
703,v2_CLint,fe_auc_abs,0.5784
739,v2_CLint,fe_auc_abs,0.1833
781,v2_CLint,fe_auc_abs,0.7719
787,v2_CLint,fe_auc_abs,0.9319
800,v2_CLint,fe_auc_abs,0.9738
811,v2_CLint,fe_auc_abs,0.2566
832,v2_CLint,fe_auc_abs,0.4775
875,v2_CLint,fe_auc_abs,0.0556
907,v2_CLint,fe_auc_abs,1.1484
938,v2_CLint,fe_auc_abs,0.4186
963,v2_CLint,fe_auc_abs,0.9318
967,v2_CLint,fe_auc_abs,0.2180
973,v2_CLint,fe_auc_abs,0.1481
1001,v2_CLint,fe_auc_abs,0.6250
1009,v2_CLint,fe_auc_abs,1.2081
1018,v2_CLint,fe_auc_abs,0.1414
1041,v2_CLint,fe_auc_abs,0.0855
1094,v2_CLint,fe_auc_abs,2.1163
1095,v2_CLint,fe_auc_abs,1.6079
1197,v2_CLint,fe_auc_abs,2.7362
1245,v2_CLint,fe_auc_abs,0.3298
1293,v2_CLint,fe_auc_abs,1.2350
1300,v2_CLint,fe_auc_abs,1.2228
1319,v2_CLint,fe_auc_abs,0.6208
1323,v2_CLint,fe_auc_abs,0.4311
1341,v2_CLint,fe_auc_abs,0.6765
52,v0_baseline_simcyp,fe_auc_abs,0.0919
172,v0_baseline_simcyp,fe_auc_abs,0.5824
177,v0_baseline_simcyp,fe_auc_abs,0.3795
184,v0_baseline_simcyp,fe_auc_abs,0.5216
295,v0_baseline_simcyp,fe_auc_abs,0.0298
308,v0_baseline_simcyp,fe_auc_abs,1.2113
323,v0_baseline_simcyp,fe_auc_abs,0.1959
332,v0_baseline_simcyp,fe_auc_abs,0.1345
366,v0_baseline_simcyp,fe_auc_abs,0.1938
394,v0_baseline_simcyp,fe_auc_abs,1.5189
413,v0_baseline_simcyp,fe_auc_abs,0.2058
471,v0_baseline_simcyp,fe_auc_abs,0.7529
488,v0_baseline_simcyp,fe_auc_abs,0.6412
637,v0_baseline_simcyp,fe_auc_abs,0.2579
674,v0_baseline_simcyp,fe_auc_abs,0.0933
703,v0_baseline_simcyp,fe_auc_abs,1.4713
739,v0_baseline_simcyp,fe_auc_abs,0.1495
781,v0_baseline_simcyp,fe_auc_abs,0.0755
787,v0_baseline_simcyp,fe_auc_abs,1.4108
800,v0_baseline_simcyp,fe_auc_abs,0.6727
811,v0_baseline_simcyp,fe_auc_abs,0.0960
832,v0_baseline_simcyp,fe_auc_abs,0.3824
875,v0_baseline_simcyp,fe_auc_abs,0.3792
907,v0_baseline_simcyp,fe_auc_abs,0.9705
938,v0_baseline_simcyp,fe_auc_abs,0.8054
963,v0_baseline_simcyp,fe_auc_abs,0.7274
967,v0_baseline_simcyp,fe_auc_abs,0.2180
973,v0_baseline_simcyp,fe_auc_abs,0.2323
1001,v0_baseline_simcyp,fe_auc_abs,0.6260
1009,v0_baseline_simcyp,fe_auc_abs,0.1089
1018,v0_baseline_simcyp,fe_auc_abs,0.2831
1041,v0_baseline_simcyp,fe_auc_abs,0.1394
1094,v0_baseline_simcyp,fe_auc_abs,0.0408
1095,v0_baseline_simcyp,fe_auc_abs,0.0938
1197,v0_baseline_simcyp,fe_auc_abs,0.2746
1245,v0_baseline_simcyp,fe_auc_abs,0.4362
1293,v0_baseline_simcyp,fe_auc_abs,1.5186
1300,v0_baseline_simcyp,fe_auc_abs,0.6429
1319,v0_baseline_simcyp,fe_auc_abs,0.0088
1323,v0_baseline_simcyp,fe_auc_abs,0.2595
1341,v0_baseline_simcyp,fe_auc_abs,0.5195
