PUBCHEM_CID,SMILES,lgCL,lgVD,lgFu,CL_train_test,VD_train_test,Fu_train_test
2751,CCOC(=O)C(CCC1C=CC=CC=1)NC1CCCN2CCCC(C(O)=O)N2C1=O,,,-0.124938737,,,train
2754,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,,,-1.425968732,,,train
2756,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,-0.313363731,0.079181246,-0.096910013,test,test,test
2762,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,,,-0.443697493,,,test
2763,CC(C)(OC1C=CC(=CC=1)C1CC1(Cl)Cl)C(O)=O,,,-1.301029987,,,train
2764,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-0.302770657,0.322219295,-0.15490196,test,test,test
2769,COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC1OC)CCCOC1C=CC(F)=CC=1,,,-1.698970004,,,train
2771,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,-0.588380294,1.079181246,-0.744727495,train,train,train
2783,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,,,-0.301029996,,,test
2789,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,-1.614649124,0.15490196,-0.778151251,train,train,train
2797,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,,,-1.698970004,,,train
2801,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,-0.308034897,1.113943352,-1.522878745,train,train,test
2802,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,-1.277366077,0.462397998,-0.823908741,test,test,test
2803,Clc1cccc(Cl)c1NC1=NCCN1,-0.619788758,0.51851394,-0.15490196,train,train,train
2804,CC1CCCC(C)N1NC(=O)C1C=C(C(Cl)=CC=1)S(N)(=O)=O,,,-0.301029996,,,train
2806,COC(=O)C(C1=CC=CC=C1Cl)N1CC2C=CSC=2CC1,,,-1.782715548,,,test
2809,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,-1.180456064,-0.698970004,-1.045757481,train,train,train
2811,CCC1=CC2C(=NCC(=O)N(C)C=2S1)C1=CC=CC=C1Cl,,,-2.0,,,train
2814,CC1ON=C(C=1C(=O)NC1C2SC(C)(C)C(C(O)=O)N2C1=O)C1=CC=CC=C1Cl,,,-1.301029987,,,train
2825,CCOC(=O)C1C(CC2CCC1N2C)OC(=O)C1C=CC=CC=1,,,-0.193820028,,,train
2833,CC(=O)NC1CCC2C=C(OC)C(OC)=C(OC)C=2C2=CC=C(OC)C(=O)C=C21,,,-0.204860029,,,train
2863,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC12C,,,-1.301029987,,,train
2871,CC1C2C=CC(=CC=2OC(=O)C=1Cl)OP(=S)(OCC)OCC,,,-2.903039612,,,train
2879,CC1=CC=C(O)C=C1,,,-0.486928866,,,test
2882,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,,,-0.494850028,,,train
2895,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,-0.22184875,1.442479769,-1.130292948,train,train,train
2900,CC1CC(C(O)CC2CC(=O)NC(=O)C2)C(=O)C(C)C1,,,-0.201349355,,,train
2907,O=P1(N(CCCl)CCCl)NCCCO1,-1.180456064,-0.13667714,-0.096910013,test,test,test
2913,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,,,-1.602059991,,,train
2914,CC12CCC3C(C=C(Cl)C4=CC(=O)C5CC5C43C)C1CCC2(OC(C)=O)C(C)=O,,,-1.233587153,,,train
2942,CN(C)N=Nc1nc[nH]c1C(N)=O,-0.806875402,0.079181246,-0.005096556,test,test,test
2943,COC(=O)C1=C(Cl)C(Cl)=C(C(Cl)=C1Cl)C(=O)OC,,,-1.778272583,,,train
2952,[O-][N+](=O)C1C=CC(=CC=1)C1=CC=C(C=NN2CC(=O)NC2=O)O1,,,-0.958607315,,,train
2955,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-1.540607512,-0.080921908,-0.602059991,train,train,train
2958,CC(=O)C1(O)CC2C(C(C1)OC1CC(N)C(O)C(C)O1)=C(O)C1=C(C(=O)C3=CC=CC(OC)=C3C1=O)C=2O,,,-1.522878745,,,train
2966,NC(=N)N1CC2=CC=CC=C2CC1,,,-0.823908726,,,train
2972,Cc1c(O)c(=O)ccn1C,-0.26645883,0.171935299,,train,train,
2973,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,-0.301203748,0.130333768,-0.045757491,train,train,train
2982,CC1(C)C(C1C=C(Br)Br)C(=O)OC(C#N)C1C=C(C=CC=1)OC1C=CC=CC=1,,,-2.0,,,train
2995,CNCCCN1c2ccccc2CCc2ccccc21,-0.180456064,1.176091259,-0.787812396,train,train,train
2997,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,-2.142667504,-0.346787486,-1.522878745,train,train,train
2999,CCC12CCC3C4CCC(=O)C=C4CCC3C1C=CC2(O)C#C,,,-1.691791416,,,train
3007,CC(N)Cc1ccccc1,-0.276896316,0.752597146,-0.15442564,train,train,train
3008,COC1C=CC2CC3C4CCCCC4(CCN3C)C=2C=1,,,-0.27572413,,,train
3009,NCCCC(N)(C(=O)O)C(F)F,,,-0.001087096,,,train
3016,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-1.642065153,0.0,-1.455931956,train,train,test
3017,CC1=CC(=NC(=N1)C(C)C)OP(=S)(OCC)OCC,,,-1.685079944,,,train
3019,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,-2.443697499,-0.677780705,-1.22184875,test,test,test
3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,,,-1.490679337,,,train
3030,COC1C(C(O)=O)=C(Cl)C=CC=1Cl,,,-0.827475879,,,train
3031,N#CC1C(Cl)=CC=CC=1Cl,,,-1.209691376,,,train
3033,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-0.677780705,-0.657577319,-2.301029996,train,train,train
3037,OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O,,,-2.346787486,,,train
3042,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,0.114896798,0.529650306,-2.0,train,train,train
3048,ClC1(Cl)C2(Cl)C3C4CC(C5OC54)C3C1(Cl)C(Cl)=C2Cl,,,-1.848703451,,,train
3049,CC=C(C(=CC)C1C=CC(O)=CC=1)C1C=CC(O)=CC=1,,,-0.455931956,,,train
3052,CCN(CC)C(=O)N1CCN(C)CC1,-1.544068038,0.881629169,-0.001087096,train,train,train
3054,CCC(C1C=CC(O)=CC=1)=C(CC)C1C=CC(O)=CC=1,,,-2.330218385,,,train
3059,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,-2.22184875,-1.013228266,-2.55478949,train,train,train
3061,CC12CCC(CC1CCC1C2CCC2(C)C(CCC21O)C1COC(=O)C=1)OC1CC(O)C(OC2CC(O)C(OC3CC(O)C(O)C(C)O3)C(C)O2)C(C)O1,,,-1.205279651,,,train
3066,CC1(NC(=O)C2CN(C)C3CC4=CNC5=CC=CC(C3C2)=C45)OC2(O)C3CCCN3C(=O)C(CC3C=CC=CC=3)N2C1=O,,,-1.15490196,,,train
3070,CC(C)C(C)C=CC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CCC1C,,,-2.0,,,train
3073,CP(=O)(OC(C)C)OC(C)C,,,-0.012000143,,,train
3082,CNC(=O)CSP(=S)(OC)OC,,,-0.015854045,,,train
3100,CN(C)CCOC(c1ccccc1)c1ccccc1,-0.230622674,0.812913357,-0.815308569,train,train,train
3102,O=C(C1C=CC=CC=1)C1C=CC=CC=1,,,-1.184222449,,,train
3103,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,,,-2.0,,,test
3108,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,-0.920818754,-0.086186148,-1.0,train,train,train
3111,CC1=C(C(=O)N(C2C=CC=CC=2)N1C)N(C)CS(O)(=O)=O,,,-0.397940003,,,test
3114,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,-1.26760624,-0.283996656,-0.37161107,train,train,train
3116,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,-1.920818754,0.0,,train,train,
3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,,,-0.301029996,,,train
3118,CCSCCSP(=S)(OCC)OCC,,,-2.902803447,,,test
3120,CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,,,-0.782671815,,,train
3121,CCCC(CCC)C(=O)O,-2.017728767,-0.853871964,-0.924453039,train,train,train
3143,CC(C)(C)OC(=O)NC(C(O)C(=O)OC1CC2(O)C(OC(=O)C3C=CC=CC=3)C3C4(COC4CC(O)C3(C)C(=O)C(O)C(=C1C)C2(C)C)OC(C)=O)C1C=CC=CC=1,,,-1.416423418,,,train
3148,O=C1CN2C3CC1CC2CC(C3)OC(=O)C1=CNC2C=CC=CC=21,,,-0.522878738,,,train
3150,CC(=CC=CC(C)C(O)=O)C1CNC(C1CC(O)=O)C(O)=O,,,-0.036212173,,,train
3151,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,-0.244125144,0.531478917,-1.091514981,test,test,test
3152,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,-0.920818754,1.113943352,-0.989198642,train,train,train
3154,CC1CC(NCC)C2C=C(SC=2S1(=O)=O)S(N)(=O)=O,,,-0.154901963,,,train
3155,CN(C)CCC=C1C2=CC=CC=C2CSC2C=CC=CC=21,,,-0.823908726,,,train
3156,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,-0.49757288,0.079181246,,train,train,
3157,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,-1.017728767,0.113943352,-1.607889538,test,test,test
3158,CN(C)CCC=C1C2C=CC=CC=2COC2C=CC=CC=21,,,-0.673459331,,,train
3162,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,-0.776912179,,,train,,
3168,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,-0.271483895,0.149219113,-1.301029987,test,test,test
3181,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC21C,,,-1.522878745,,,train
3182,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.540607512,-0.37675071,-0.22184875,train,train,train
3191,CC(C)(C)C1C=CC(=CC=1)C(=O)CCCN1CCC(CC1)OC(C1C=CC=CC=1)C1C=CC=CC=1,,,-1.698970004,,,train
3198,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,,,-2.257274869,,,train
3202,CC[N+](C)(C)c1cccc(O)c1,-0.239577517,0.041392685,,train,train,
3224,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,,,-2.903089987,,,train
3225,OC(=O)C1C(C2CCC1O2)C(O)=O,,,-0.061980903,,,train
3229,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,-0.48945499,0.301029996,-0.187086643,test,test,test
3235,CC(=CC1C=CC=CC=1)C=C1SC(=S)N(CC(O)=O)C1=O,,,-1.002176919,,,train
3241,NC1=NCC2c3ccccc3Cc3ccccc3N12,-0.096910013,1.141225737,,train,train,
3247,CC12CCC3C4C=CC(O)=CC=4CC=C3C1CCC2=O,,,-1.234331445,,,train
3249,CC(C)C(C)C=CC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CCC1=C,,,-2.301029996,,,test
3261,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,,,-1.15490196,,,train
3278,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,-0.282329497,-0.585026652,-1.0,train,train,train
3279,CCC(CO)NCCNC(CO)CC,,,-0.459045191,,,train
3281,CCC(O)(C=CCl)C#C,,,-0.338818553,,,train
3282,CCOC1C=CC=CC=1C(N)=O,,,-0.301029996,,,train
3285,CC12CCC3C(CCC4C=C(O)C=CC=43)C1CCC2(O)C#C,,,-1.744727495,,,train
3286,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,,,-3.0,,,train
3289,CCOP(=O)(SCCC)SCCC,,,-1.03349924,,,test
3291,CCC1(C)CC(=O)NC1=O,,-0.187086643,-0.001087096,,train,train
3293,CC1=CC(C)(C)NC2C=CC(=CC1=2)OCC,,,-1.970858927,,,train
3295,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,,,-0.958607315,,,train
3304,CC12CCC3C(CCC4=CC(CCC43)OC(C)=O)C1CCC2(C#C)OC(C)=O,,,-0.488116639,,,train
3306,CCNCC(O)c1cccc(O)c1,-0.075720714,0.322219295,-0.113509275,test,test,test
3307,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3C=C(CC)SC=3N12,,,-1.15490196,,,train
3308,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,-1.367976784,-0.483370203,-2.0,train,train,train
3312,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,,,-2.0,,,train
3314,COC1C=C(CC=C)C=CC=1O,,,-0.716334739,,,train
3324,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,,,-0.070581069,,,train
3325,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,-0.402304814,0.079181246,-0.083546051,test,test,test
3331,NC(=O)OCC(COC(N)=O)c1ccccc1,-1.640978055,-0.154016548,-0.11350928,train,train,train
3333,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,-0.180456064,0.643452676,-2.0,train,train,train
3335,OC(=O)CCC(=O)C1C=CC(=CC=1)C1C=CC=CC=1,,,-1.756961951,,,train
3336,CC(NCCC(C1C=CC=CC=1)C1C=CC=CC=1)C1C=CC=CC=1,,,-1.618285999,,,train
3337,CCNC(C)Cc1cccc(C(F)(F)F)c1,-0.45064636,1.043362278,,train,train,
3339,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,,,-2.042153366,,,train
3341,OC1=CC2C(CNCCC=2C(Cl)=C1O)C1C=CC(O)=CC=1,,,-0.920818754,,,train
3342,CC(C(O)=O)C1=CC(=CC=C1)OC1C=CC=CC=1,,,-2.187086643,,,train
3343,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,0.240549248,0.079181246,-0.275724137,test,test,test
3344,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,-0.806875402,0.477121255,,train,train,
3345,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-0.549750892,-0.050609993,-0.756961951,train,train,train
3346,CC1C=C(C=CC=1SC)OP(=S)(OC)OC,,,-2.903089987,,,train
3347,CC(C)C(C1=CC=C(Cl)C=C1)C(=O)OC(C#N)C1C=C(C=CC=1)OC1C=CC=CC=1,,,-2.951541884,,,test
3348,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,,-0.443513273,,,train
3352,NC1=C(C(C#N)=NN1C1C(Cl)=CC(=CC=1Cl)C(F)(F)F)S(=O)C(F)(F)F,,,-2.903089987,,,train
3356,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,-0.53165267,0.785329835,-0.250509954,test,test,test
3357,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,-0.841637508,0.204119983,-0.13667714,test,test,test
3360,OCC(O)COC(=O)C1C=CC=CC=1NC1=CC=NC2C(=CC=CC1=2)C(F)(F)F,,,-0.823908726,,,train
3365,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.730487056,-0.124938737,-0.053056729,test,test,test
3366,Nc1[nH]c(=O)ncc1F,-0.920818754,-0.167491087,-0.015472687,train,train,train
3367,NC1=NC(F)=NC2=C1N=CN2C1OC(CO)C(O)C1O,,,-0.086627728,,,train
3371,OC(=O)C1C=CC=CC=1NC1=CC(=CC=C1)C(F)(F)F,,,-1.0,,,train
3372,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-0.235077015,0.462397998,-1.539677499,train,train,train
3373,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,-0.017728767,-0.096910013,-0.301029996,train,train,test
3378,FC1C=CC(=CC=1)C(C1C=CC(F)=CC=1)N1CCN(CC=CC2C=CC=CC=2)CC1,,,-1.301029987,,,train
3379,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,,,-0.301029996,,,train
3380,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,-1.075720714,0.278753601,-0.632023214,train,train,train
3383,OC(=O)C1=CC=CC=C1C1C2C=CC(O)=CC=2OC2=CC(=O)C=CC2=1,,,-0.721475035,,,train
3385,O=c1[nH]cc(F)c(=O)[nH]1,0.193124598,-0.638272164,,train,train,
3386,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,1.444936571,-1.177157896,,train,train
3387,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C,,,-2.0,,,train
3393,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,,,-1.522878745,,,train
3394,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-1.811674297,-0.953003439,-2.0,train,train,train
3397,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,,,-1.328496553,,,train
3399,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)CC)C(=O)SCF,,,-1.348888667,,,train
3403,CC(C)N1C2C=CC=CC=2C(=C1C=CC(O)CC(O)CC(O)=O)C1=CC=C(F)C=C1,,,-2.196594427,,,train
3404,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,,,-0.611721137,,,train
3406,Cc1cn[nH]c1,-1.358525889,-0.455931956,-0.001087096,train,train,train
3410,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,0.079181246,0.569875308,-0.293439007,train,train,train
3413,CC1(C)CCC(O)C2(C)C1C(O)C(OC(C)=O)C1(C)OC(C)(CC(=O)C12O)C=C,,,-0.795880017,,,train
3415,O=C(O)P(=O)(O)O,-0.899629455,-0.301029996,-0.070581074,train,train,train
3420,CC(C)C(OC(=O)CC)OP(=O)(CC(=O)N1CC(CC1C(O)=O)C1CCCCC1)CCCCC1C=CC=CC=1,,,-1.301029987,,,train
3440,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-1.017728767,-0.920818754,-0.46470588,train,train,train
3446,NCC1(CC(=O)O)CCCCC1,-0.991399828,-0.148741651,-0.013228266,test,test,test
3450,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,-1.042871802,-0.568636236,,train,train,
3461,NC1C=CN(C2OC(CO)C(O)C2(F)F)C(=O)N=1,,,-0.002176919,,,train
3463,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,-0.953003439,-0.803705355,-2.080575455,train,train,train
3468,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,,,-1.858767067,,,train
3473,CCCCCC(O)CC(=O)CCC1C=C(OC)C(O)=CC=1,,,-0.850780887,,,train
3475,OC(=NN1CC2C(C1)CCC2)NS(=O)(=O)c1ccc(cc1)C,,,-1.045757491,,,train
3476,CC1CN(C(=O)NCCC2C=CC(=CC=2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C(=O)C=1CC,,,-2.079181237,,,train
3478,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,-1.473660723,-0.795880017,-1.823908741,test,test,test
3487,CCC1(c2ccccc2)CCC(=O)NC1=O,,,-0.301029996,,,train
3488,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-1.308034897,-1.096910013,-2.331270369,train,train,train
3494,O=C(C(c1ccccc1)(C1CCCC1)O)OC1CC[N+](C1)(C)C,,,-0.305394801,,,train
3503,CC1C=C2C(C(C=O)=C(O)C(O)=C2C(C)C)=C(O)C=1C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C,,,-2.0,,,train
3510,CN1C2CC(CC1CCC2)NC(=O)C1=NN(C)C2=CC=CC=C21,,,-0.455931958,,,train
3518,N=C(N)NCCN1CCCCCCC1,,,-0.022276397,,,train
3519,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,-0.568636236,0.748188027,-0.494850022,test,test,test
3547,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.667452953,0.086359831,,train,train,
3559,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-0.329754147,1.230448921,-0.612610174,test,test,test
3589,ClC1(Cl)C2(Cl)C3C=CC(Cl)C3C1(Cl)C(Cl)=C2Cl,,,-1.363231924,,,train
3590,CC(N)CCCC(C)(C)O,-0.191653964,0.330413773,,train,train,
3592,CN1CCC23C4OC5C2=C(CC1C3C=CC4OC(C)=O)C=CC=5OC(C)=O,,,-0.001087096,,,train
3606,CCC(C(CC)C1C=CC(O)=CC=1)C1C=CC(O)=CC=1,,,-2.1123827,,,train
3608,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,-0.690369833,0.041392685,-0.277091992,train,train,train
3627,CN1CCCN(CC1)C(C1C=CC=CC=1)C1C=CC(Cl)=CC=1,,,-1.217527376,,,train
3637,N/N=c1\[nH]ncc2ccccc12,0.707570176,0.176091259,-0.903089987,train,train,train
3639,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.483370203,0.723690172,-0.22184875,train,train,train
3647,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,-0.235077015,0.342422681,-0.602059991,train,train,train
3648,CN1CCC23C4OC5=C(O)C=CC(CC1C2CCC4=O)=C35,,,-0.056340637,,,train
3649,CCC1CN2CCC1CC2C(O)C1=CC=NC2=CC=C(C=C12)OC,,,-0.657577319,,,train
3652,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-0.180456064,2.84509804,-0.257013164,train,train,train
3653,CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,,,-1.756961951,,,train
3657,NC(=O)NO,-1.045757491,-0.283996656,0.0,train,train,test
3658,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,-0.254033433,1.171935299,-1.087246696,train,train,train
3672,CC(C)Cc1ccc(C(C)C(=O)O)cc1,-1.308034897,-0.823908741,-1.15490196,train,train,train
3676,CCN(CC)CC(=O)Nc1c(C)cccc1C,-0.017728767,0.255272505,-0.522878745,test,test,test
3685,CC(=O)C1(O)CC2C(C(C1)OC1CC(N)C(O)C(C)O1)=C(O)C1=C(C(=O)C3C=CC=CC=3C1=O)C=2O,,,-1.193820026,,,train
3686,CC1C(=O)C(OC)=C(OC)C(=O)C=1CCCCCCCCCCO,,,-1.0,,,train
3687,OC1CC(OC1CO)N1C=C(I)C(=O)NC1=O,,,-0.001087096,,,train
3689,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,0.588182037,1.278524965,,train,train,
3690,O=P1(NCCCl)OCCCN1CCCl,-1.180456064,-0.207608311,0.0,train,train,train
3693,CN1CC(C(O)=O)N(C1=O)C(=O)C(C)NC(CCC1C=CC=CC=1)C(=O)OCC,,,-0.09691001,,,train
3696,CN(C)CCCN1c2ccccc2CCc2ccccc21,-0.107905397,1.079181246,-0.522878745,train,train,train
3698,Nc1cc(-c2ccncc2)c[nH]c1=O,-0.272458743,0.113943352,,train,train,
3699,O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O,-0.887394998,-0.619788758,,train,train,
3702,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,,,-0.654547728,,,train
3715,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-1.107905397,-1.017728767,-2.0,train,train,train
3718,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,-1.408935393,-0.920818754,-2.0,train,train,train
3730,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-0.920818754,-0.795880017,-0.005096556,train,train,test
3734,CC(O)C(=O)NC1C(I)=C(C(I)=C(C=1I)C(=O)NC(CO)CO)C(=O)NC(CO)CO,,,-0.000543208,,,train
3735,CCC(CC1=C(I)C=C(I)C(N)=C1I)C(O)=O,,,-0.677780716,,,train
3736,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,-1.075720714,-0.657577319,-0.004364804,train,train,train
3737,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,-0.841637508,-0.769551079,-0.008773924,train,train,train
3746,CC(C)[N+]1(C)C2CC(CC1CC2)OC(=O)C(CO)C1C=CC=CC=1,,,-0.09691001,,,train
3747,CC(C)OC1=CC2OC=C(C(=O)C=2C=C1)C1C=CC=CC=1,,,-2.27572413,,,train
3749,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-0.860120914,-0.026872146,-1.0,test,test,test
3750,CCC1=C2C=C(C=CC2=NC2C3=CC4=C(COC(=O)C4(O)CC)C(=O)N3CC=21)OC(=O)N1CCC(CC1)N1CCCCC1,,,-0.353046123,,,train
3755,CNC1C(O)C(OCC1(C)O)OC1C(CC(N)C(OC2OC(CN)C(O)C(O)C2O)C1O)NC(=O)C(O)CN,,,-0.022276395,,,train
3767,NNC(=O)c1ccncc1,-0.35261703,-0.086186148,-0.022276395,train,train,test
3778,CN1C(C)=C(C(C)C)C(=O)N1C1C=CC=CC=1,,,-0.045757495,,,train
3779,CC(C)NCC(O)c1ccc(O)c(O)c1,0.526339277,0.176091259,-0.214138307,test,test,test
3780,[O-][N+](=O)OC1COC2C1OCC2O[N+]([O-])=O,,,-0.121095399,,,train
3783,CC(COC1C=CC=CC=1)NC(C)C(O)C1=CC=C(O)C=C1,,,-0.001087096,,,train
3784,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,0.193124598,0.176091259,,train,train,
3793,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,-0.514278574,0.86923172,-2.664207931,train,train,train
3817,CC(C)C(C(=O)NC(CC(O)C(CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1)N1CCCNC1=O,,,-2.0,,,train
3821,CNC1(c2ccccc2Cl)CCCCC1=O,0.056904851,0.462397998,-0.169853759,train,train,train
