PUBCHEM_CID,SMILES,lgCL,lgVD,lgFu,CL_train_test,VD_train_test,Fu_train_test
6713927,COc1cc(OC)c2c(c1Cl)O[C@]1(C2=O)C(OC)CC(=O)C[C@H]1C,,-0.187086643,,,train,
6803597,C=CC1CSC2C(NC(=O)C(=NO)C3=CSC(N)=N3)C(=O)N2C=1C(O)=O,,,-0.455931962,,,test
6850811,CC(CN1C=NC2C(N)=NC=NC1=2)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,,,-0.031517049,,,train
6913994,C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O,-1.142667504,-1.065501549,,train,train,
6914273,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,-1.588380294,-0.431798276,,train,train,
6914657,OC(=NCCCCC1CCN(CC1)C(=O)c1ccccc1)/C=C/c1cccnc1,,,-2.15490196,,,train
6915744,COCCOCO/N=C/1\[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C(=O)O[C@@H]([C@@]([C@@H]([C@H]1C)O)(C)O)CC)C,,,-1.301029996,,,train
6915944,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,-0.06694679,-0.488116639,,train,train,
6916151,CC(OC1C=CC(=CC=1)OC1=NC=C(Cl)C=C1F)C(=O)OCC#C,,,-1.829738285,,,train
6917715,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,-0.920818754,0.457881897,,train,train,
6917779,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,-0.447158032,0.788370416,,train,train,
6917864,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,1.807535028,1.176091259,,train,train,
6917898,CC1=NC(=O)[C@](CCN(C(C)C)C(C)C)(c2ccccc2)[C@H]2CCCCN12,-0.389978975,-0.236572006,,train,train,
6917924,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(-c4cnco4)cc3)CS[C@H]12)c1csc(N)n1,-0.976336082,-0.657577319,,train,train,
6918097,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,-0.253365801,0.924279286,,train,train,
6918278,N=C(N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C2CC2)C1,-0.415668776,-0.443697499,,train,train,
6918296,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,-2.326584074,0.756961951,,train,train,
6918314,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,-0.646660905,0.685741739,,train,train,
6918315,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCc1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,-1.017728767,-0.37675071,,train,train,
6918405,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,0.13225969,-0.356547324,,train,train,
6918408,C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCN=C(N)N)n(C)c4)n(C)c3)n(C)c2)n(C)c1,-0.510041521,-0.443697499,,train,train,
6918412,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C4(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,-0.31229272,1.14082218,,train,train,
6918493,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,-1.612101937,-0.50267536,,train,train,
6918494,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,-0.287350298,0.838849091,,train,train,
6918509,NCCCC[C@H](NC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2ccncc2)CC1,-0.806875402,-0.508638306,,train,train,
6918554,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,-0.570570736,1.28780173,-1.366531544,test,test,test
6918638,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,0.151063253,-0.096910013,,train,train,
6918643,Fc1ccc(cc1)CN=C(c1nc(N(C(=O)C(=O)N(C)C)C)c2c(c1O)nccc2)O,,,-1.167491087,,,train
6918736,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1,-1.042871802,-0.958607315,,train,train,
6918837,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,-0.213248578,2.086461527,,train,train,
6918924,CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1,-0.863913903,,,train,,
7048520,C[C@@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,-0.539703673,-0.585026652,,train,train,
7386658,O=C(CSC1=NC=CN(C2=CC(F)=C(F)C=C2)C1=O)NC1CCCC1,,,-0.552686891,,,train
7483151,Brc1ccccc1C(=Nc1cccc(c1)N1CCCS1(=O)=O)O,,,-1.045757491,,,train
7586151,CC(=O)N1CCCc2c1cc(cc2)N=C(c1ccccc1Br)O,,,-2.0,,,test
7594067,CCCNC(=O)CSC1C=CC(=CN=1)S(=O)(=O)N1CCCC1,,,-0.456677099,,,train
7687661,O=C1CCCCN1c1cccc(c1)N=C(c1ccccc1Br)O,,,-0.744727495,,,train
7802604,CC1=C(C=C(C)N1CC1C=CC=CC=1)C(=O)CN1C=C(C=CC1=O)C(F)(F)F,,,-1.795880017,,,train
8068410,OC(=NCc1ccc(cc1)C(F)(F)F)Nc1cccc2c1ccnc2,,,-1.698970004,,,train
8097905,OC(=Nc1cc(ccc1n1ncnc1)C(F)(F)F)C1(CC1)c1ccccc1,,,-2.0,,,train
9551399,CC1=C(CCC(=O)NC2C=CC(=CC=2)OC)C(C)=NC2=NC(C)=NN12,,,-0.754240644,,,train
9571004,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,-0.841637508,1.113943352,,train,train,
9571079,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(/N=C/c4ccco4)C3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,-0.664341548,-0.698970004,,train,train,
9571107,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,-0.364516253,0.546542663,,train,train,
9571836,NC(=S)N/N=C/c1ncccc1N,-0.798602876,-0.387216143,,train,train,
9576789,N=C(N)N/N=C1\CCc2c(C(=N)N)cccc21,-0.716698771,1.301029996,,train,train,
9576912,Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.332034277,-0.397940009,,train,train,
9589475,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(N)n3CCO)CS[C@H]12)c1csc(N)n1,-0.973875483,-0.522878745,,train,train,
9794475,CCCN1CCO[C@@H](C1)c1cccc(c1)O,,,-0.455931956,,,train
9795327,[O-][N+]1C=C(C=CC=1Cl)C(=O)NC1C=CC(F)=CC=1,,,-0.332080315,,,train
9799417,CCCCCOc1ccc(c2c1cccc2)C(=O)c1cccc2c1cccc2,,,-2.0,,,train
9800339,COC1C=CC(CC(C)(C)NCC(O)C2C=C(O)C=C3NC(=O)COC3=2)=CC=1,,,-0.388382889,,,test
9803852,C=C(C[C@H](NC(=O)c1ccc(CCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,-0.733298033,-0.15490196,,train,train,
9804052,OC(=NCc1ccc(=N)[nH]c1C)Cn1c(C)cc(c(c1=O)N)S(=O)(=O)Cc1ccccc1,,,-0.107905397,,,test
9808022,O=C(O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(C(=O)O)cc1,-0.26760624,-0.619788758,,train,train,
9808828,CN(C)C(=O)C1(CCN(CCC2(CN(CCO2)C(=O)C2C=CC=CC=2)C2C=C(Cl)C(Cl)=CC=2)CC1)N1CCCCC1,,,-1.896196279,,,train
9808998,O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,0.181271772,0.161368002,,train,train,
9809656,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CNC(=N)N)C4)N(C)C3)[C@H](C)[C@H]12,-0.943095149,-0.638272164,-0.045757491,test,test,test
9810955,CCCCCCCCOCCOC(=O)CN(CC(=O)O)c1ccccc1OCCOc1ccccc1N(CC(=O)O)CC(=O)OCCOCCCCCCCC,-0.075720714,0.041392685,,train,train,
9811357,COC1C=CC(CC(=O)NCC2=CC=CC=C2C2=CC=CC=C2C(=O)NCCC2=CN=CC=C2)=CC=1,,,-2.180456064,,,train
9811704,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,-0.879426069,-0.494850022,,train,train,
9811834,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,-0.137527864,0.167739185,,train,train,
9816296,CC(=O)Nc1ccc(C2=NNC(=O)C[C@H]2C)cc1,-1.568636236,0.376576957,,train,train,
9816723,CN(C)C[C@H](c1ccc(O)cc1)C1(O)CCCCC1,-0.53165267,0.544068044,,train,train,
9817917,CC(=O)NC1=NC(CCC2=CC=C(C=C2)N=C(N)N)=CS1,,,-0.332080315,,,test
9818903,N#Cc1ccc(cc1)c1ccc2c(c1)cc(o2)CCN1CCC[C@H]1C,,,-1.522878745,,,train
9819350,CC1C=C(C=C(C)C=1OC1=CC=C(O)C2CCCC=21)NC(=O)C(O)=O,,,-1.899629455,,,train
9819382,CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,-0.711559132,0.382017043,,train,train,
9821945,CC1=NC=CN1C1C=CC(=CC=1)SC1C=C(C=CC=1)C1(CCOCC1)C(N)=O,,,-1.175795597,,,train
9822241,CCC(N=c1[nH]c(C)c(nc1OC)c1ccc(cc1OC)OC(F)(F)F)CC,,,-2.096910013,,,train
9822750,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,-0.408935393,1.290034611,,train,train,
9823820,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,,0.068715812,,,train,
9826520,COC1C=C(C=CC=1OCCN1CCCC1)N1C=NC2C=C(SC=2C1=O)C1C=CC(Cl)=CC=1,,,-1.8569852,,,train
9827968,COc1cccc(c1)N=c1c(c[nH]c2c1cc(cc2C)S(=O)(=O)c1cccc(c1)C(=O)N(C)C)C(=N)O,,,-1.823908741,,,train
9829523,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,0.133538908,,,train,
9830010,COc1cc(CC(=O)NCC(=O)N(CCC(=O)O)Cc2ccc(OC)c(OC)c2)ccc1NC(=O)Nc1ccccc1C,-0.180456064,-0.602059991,,train,train,
9831563,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)c(Br)c3c1[C@H](C2)N(C)CC3,-0.239577517,1.707570176,,train,train,
9832383,Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-0.515130967,0.579783597,,train,train,
9832912,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,-1.301029996,1.538896749,,train,train,
9834591,N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,-0.841637508,-0.677780705,,train,train,
9835049,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,-0.780939668,-0.619788758,,train,train,
9837038,OC(=O)CNC(=O)C1N=CC=CC=1O,,,-0.634699251,,,train
9837243,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,-1.346787486,-0.251811973,,train,train,
9837769,NC1=NC(=O)N(C=C1F)C1CSC(CO)O1,,,-0.017728767,,,train
9838022,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,0.107142106,0.666517981,,train,train,
9838899,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,0.079181246,-0.096910013,,train,train,
9838997,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1F,-1.081969663,-0.48148606,,train,train,
9839360,OC1C=C(O)C=C2OC(C3C=C(O)C(O)=CC=3)C(=O)C(=O)C=12,,,-1.870739895,,,train
9841240,CC(=O)N(CC1=CC=CC=C1OC)C1C=NC=CC=1OC1C=CC=CC=1,,,-1.161150909,,,train
9841364,CN1C(=NC2=C(N)N=C(C#CC3(O)CCCC3)N=C12)C1=CC(F)=CC=C1,,,-0.924818145,,,train
9841667,N#CC1=CC=C(NC(=O)NC2=CC=CC=C2Br)C2=NNN=C12,,,-2.37675071,,,train
9842188,CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,-0.443697499,-0.096910013,-0.886056648,train,train,train
9842742,OC[C@H](Nc1nc(SCc2cccc(c2F)F)[nH]c2c1ncc(=N)n2)C,,,-1.283996656,,,train
9844194,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,-0.075720714,1.041392685,,train,train,
9845817,CC1=CC(=NN1CC(O)CN)C1=CC(C(=O)NCC2(O)CCCCCC2)=C(Cl)C=C1,,,-0.5172693,,,train
9846410,OC(=NCc1ccc(=N)[nH]c1C)Cn1c(C)cc2c(c1=O)NCN(S2(=O)=O)CC1CC1,,,-0.124938737,,,train
9849925,CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,-0.730487056,0.041392685,,train,train,
9850038,C[C@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-1.48945499,-0.602059991,,train,train,
9852519,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,-1.006248947,0.410174465,,train,train,
9852981,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)([O-])O)n1,0.700357528,-0.27572413,-0.096910013,test,test,test
9853053,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,-0.282329497,1.212187604,,train,train,
9853559,COc1ccc(cn1)[C@@H](N1CCN(C1=O)CCCc1ccc2c(n1)NCCC2)CC(=O)O,,,-0.202732459,,,train
9853710,COc1ccc2c(c1)nc(cc2O[C@@H]1C[C@@H]2N(C1)C(=O)[C@H](CCCCC/C=C\[C@H]1[C@](N=C2O)(C1)C(=O)O)N=C(OC1CCCC1)O)c1csc(=NC(C)C)[nH]1,,,-2.045757491,,,train
9854012,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,-0.264720552,-1.455931956,,train,train,
9854073,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,-0.180456064,1.681241237,,train,train,
9861304,Oc1cc2c(cc1O)[C@H](Cc1cccc3ccccc13)NCC2,0.971275849,0.037426498,,train,train,
9862076,CN(C)S(=O)(=O)N1C(=C(Cl)N=C1C#N)C1C=CC(C)=CC=1,,,-1.292429824,,,train
9864647,COC1C=CC(=CC=1CNC1CCCNC1C1C=CC=CC=1)OC(F)(F)F,,,-1.097132646,,,train
9865365,CS(=O)(=O)NC1=CC2NC(CC3C=CC(=CC=3)OC3C=CC=CC=3)=NC=2C=C1,,,-2.259637311,,,train
9865528,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,-0.088309841,1.376576957,,train,train,
9865774,COc1c(ccc2c1n(cc(c2=O)C(=O)O)[C@@H]1C[C@@H]1F)N1CC[C@H](C1)C1(N)CC1,,,-0.455931956,,,train
9866250,ONC(=O)C1(CCOCC1)NS(=O)(=O)C1=CC=C(C=C1)OC1=CC=C(F)C=C1,,,-0.838631998,,,train
9866964,NC(=N)NOCCN=C(Cn1c(C)c[nH]c(=NCC(c2ccccc2)(F)F)c1=O)O,,,-0.48148606,,,train
9867609,N#Cc1ccc(c(c1CC(=NCCONC(=N)N)O)F)NCC(c1ccccn1)(F)F,,,-0.356547324,,,train
9867642,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,-1.139063379,0.0,,train,train,
9867812,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,-0.045178817,-0.356547324,,train,train,
9869105,NC(=O)CN1C2C=C(F)C=CC=2C(CCN2CCN(CC2)C2=NC=CC3SC=CC=32)=CC1=O,,,-1.216811309,,,train
9870183,CCC1OC=CC(=O)C1=O,,,-0.217527376,,,train
9870185,O[C@@H](CN1CCC(CC1)Oc1ccc(c(c1)Cl)Cl)CN=C(c1cnc(c2c1cccc2)O)O,,,-1.698970004,,,train
9870627,Clc1ccc(cc1)C(c1cncn1C)(c1cc2CCn3c2c(c1)c(cc3=O)c1cccc(c1)Cl)N,,,-2.522878745,,,train
9870652,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-0.239577517,-0.22184875,,train,train,
9870843,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,-1.191885528,-0.876615091,,train,train,
9874592,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1,0.045322979,1.681241237,,train,train,
9875401,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,-0.841637508,-0.15490196,,train,train,
9877750,C1C2=CC=CC=C2CCN1C1C=CN=CC=1,,,-0.365119859,,,train
9881626,CCC(=O)NCCC1CCC2=CC=C3OCCC3=C21,,,-0.744727495,,,train
9882105,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,-0.53165267,-0.229147988,,train,train,
9882197,O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)C(F)(F)F,-0.744727495,-0.161150909,,train,train,
9882672,O=C1C2=CC=CC3CCCC(CN1C1CN4CCC1CC4)C=32,,,-0.420216403,,,train
9883333,C/N=C(C[N+]([O-])=O)/NCCSCC1=CC=C(CN(C)C)O1,,,-0.033858269,,,train
9884103,CCC1=CC(=C(C=C1)OCC(O)=O)C1C=CC(=CC=1)S(C)(=O)=O,,,-1.245651664,,,train
9885204,COC1=CC=C(Cl)C=C1C1(F)C(=O)NC2=CC(=CC=C12)C(F)(F)F,,,-2.621175491,,,train
9885323,CCC(CO)NC1=NC(=NC2NC(=O)SC1=2)SCC1C=CC=CC=1,,,-2.795880017,,,train
9885495,CC(O)(C(=O)NC1C=CC(=CC=1)S(=O)(=O)N1CCCC1)C(F)(F)F,,,-0.657774771,,,train
9886249,NC1=NC2(CCN(CC2)C(=O)C2=CN=C(C=C2)C#N)NC2C1=C(F)C=CC=2F,,,-0.872571222,,,train
9889871,OC(=NCc1ccc(=N)[nH]c1C)Cn1c(C)cc(c(c1=O)N)S(=O)(=O)NCC1CCC1,,,-0.113509275,,,train
9890816,OC(=NCc1ncccc1F)Cn1c(Cl)c[nH]c(=NCC(c2ccccn2=O)(F)F)c1=O,,,-0.522878745,,,train
9890863,CCN(CCN1C2=CC(=CC(=C2C(O)(C2=CC=CC=C2Cl)C1=O)C(F)(F)F)C(N)=O)CC,,,-0.538351432,,,train
9895868,CN(C)C1=NC(NCC2CCC(CNS(=O)(=O)C3C=CC(Br)=CC=3OC(F)(F)F)CC2)=NC2=CC=CC=C21,,,-3.301029996,,,train
9896267,CCc1nn(c2c1CCn1c2nnc1c1cccs1)C1CCCC1,,,-1.698970004,,,train
9896918,OC(=O)C(C1CCCC1)C1C=CC(=CC=1)OCC1C=CC2=CC=CC=C2N=1,,,-2.823908741,,,train
9899945,CCCCOC(=O)C(c1ccc(cc1)CC(C)C)C,,,-0.187086643,,,train
9903497,O=C(NC1=CN=C(Cl)C=C1)C1=CC(F)=C(F)C=C1,,,-1.032452024,,,train
9905588,CC(=O)CC(C1C(=O)C2=CC=CC=C2OC1=O)C1C=CC=CC=1,,,-1.958607315,,,train
9906124,OC1(C(=O)NC2C=C(C=CC1=2)C(F)(F)F)C1C=C(Cl)C=CC=1O,,,-1.826813732,,,train
9906973,CCC(CO)NC1=NC(=NC2N=C(N)SC=21)SCC1C=CC=CC=1,,,-1.680505921,,,train
9907093,CC1C=C(C(C)NC2C=CC=CC=2)C2=NC(=CC(=O)N2C=1)N1CCOCC1,,,-1.274088368,,,train
9908306,O=C(NCC12CC3CC(C1)CC(C2)C3)C1C=C(C=CC=1Cl)N1CCNCC1,,,-1.571865206,,,train
9908783,CC1C=CC=C2N=C(CN3C=NC4=C(N)N=CN=C34)N(C(=O)C=12)C1=CC=CC=C1C,,,-1.866461092,,,train
9909677,CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,-0.730487056,0.004321374,,train,train,
9910169,COC1C=C(C=CC=1)C(=O)NCCN1CCC(CC1)OC1C=CC(Cl)=C(Cl)C=1,,,-3.096910013,,,train
9910790,OC(=NCc1ccc(=N)[nH]c1C)Cn1c(C)cc(c(c1=O)N)S(=O)(=O)NC1CCC1,,,-0.259637311,,,train
9911830,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,-1.970036765,0.244807071,,train,train,
9912992,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OC,-1.505845406,-0.568636236,,train,train,
9913085,NC1=CC2SC(=NC=2C=C1)SCC(=O)NC1CCN(CC2C=CC(Cl)=C(Cl)C=2)CC1,,,-0.581864502,,,train
9913233,OC(=NCc1ncccc1Cl)Cn1c(Cl)c[nH]c(=NCC(c2ccccn2=O)(F)F)c1=O,,,-0.229147988,,,test
9913767,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,-0.301029996,,,train,,
9915041,NCc1ccccc1n1nc(cc1C(=Nc1ccc(cc1F)c1ccccc1S(=O)(=O)N)O)C(F)(F)F,,,-0.958607315,,,train
9915743,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0.60360828,1.963315511,,train,train,
9916282,OCC1CCN(CC1)CCCOc1cc2ncnc(c2cc1OC)Nc1ncc(s1)CC(=Nc1cccc(c1)F)O,,,-1.698970004,,,train
9917021,CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,-0.734710374,0.442479769,-2.301029996,train,train,train
9917862,CN(C(=O)[C@H](c1ccccc1)N=C(c1cc2c(n1C)ccc(c2)NC(=O)c1ccccc1c1ccc(cc1)C(F)(F)F)O)Cc1ccccc1,,,-2.0,,,train
9919153,C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,-0.730487056,-0.37675071,,train,train,
9924495,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,-2.22184875,0.133538908,,train,train,
9925334,CCc1nnc(n1c1cccc(c1C)C#N)c1ccc(nc1)c1ccccc1,,,-0.920818754,,,train
9925886,CCCCCCCCCCCCCCC[C@@H](O)[C@H](C)N,0.538573734,1.487138375,,train,train,
9925908,CCCN1CCC(CC1)c1nc2c([nH]1)c(ccc2)C(=N)O,,,-0.366531544,,,train
9926615,CCCC1C=C(C=C(OC)C=1OC)C1=NC(CO1)C(=O)NO,,,-1.245651664,,,train
9926791,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,-0.452471424,0.093421685,,train,train,
9927727,Clc1cccc(c1)Cn1[nH]c(nc1=S)c1ccccc1Cl,,,-2.0,,,train
9929222,OC(=O)C[C@@H](c1cncnc1)CCCCCCc1ccc2c(n1)NCCC2,,,-1.22184875,,,train
9930049,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,-0.303294219,0.255272505,,train,train,
9930941,CC(O)(C(=O)NC1C=CC(=CC=1)S(=O)(=O)N(C)C1C=CC=CC=1)C(F)(F)F,,,-1.640164518,,,train
